oid,OBJEKT Inventarnummer,OBJEKT Sammlung,klassifikation,webtext,datierung,herstellung,herkunft,OBJEKT -> Inhalt,OBJEKT -> Masse,OBJEKT -> Material und Technik
330669,LM-80298.1,Technologie und Brauchtum,Computer,"Marke 'Diser'. Holzverschalt auf Rädern, mit Diskettenlaufwerk. Um 1982. 84 x 47 x 64 cm. Gehäuse: Holz. Metall. 

Literatur:
Ausschnitt aus dem Artikel von Dominik Landwehr aus: 'Loading History. Computergeschichte(n) aus der Schweiz', Hg: Museum für Kommunikation, Bern (Kommunikation und Kultur 1/2001), Chronos Verlag, Zürich 2001:

Der Traum von der Workstation 

Es ist naheliegend, Informatik-Innovationen und Produkte mit Marktchancen zuerst an der ETH Zürich zu suchen. An jener Ausbildungsstätte also, von der der Medienphilosoph Peter Glotz sagt, sie sei die einzige Universität in Europa, die mit den amerikanischen Eliteuniversitäten verglichen werden könne. Hier an der ETH verfolgte man die Entwicklung der neuen Computerwissenschaft, zunächst allerdings ohne zu erkennen, welches kommerzielle Potential dieser Technologie wirklich innewohnte. 

Bereits zwischen 1954 und 1959 baute der Elektroingenieur Professor Eduard Stiefel zusammen mit seinen damaligen Mitarbeitern und späteren ETH-Professoren Heinz Rutishauser und Ambros Speiser einen wissenschaftlichen Computer: die ERMETH. Dieser frühe Computer wird zwar gelegentlich als Spitzenleistung angesehen, wie Franco Furger in seiner 1993 erschienenen Studie «Informatik-Innovationen aus der Schweiz» schreibt. Es fehlt jedoch nicht an Hinweisen darauf, dass dieses System bei seinem Erscheinen bereits überholt war. Insbesondere bot zur gleichen Zeit IBM Computersysteme an, welche wesentlich leistungsfähiger und flexibler waren (Furger S.17). 

Der Computer wurde nur als Instrument für technisch-wissenschaftliche Berechnungen anerkannt, bedauert ERMETH-Miterfinder Ambros Speiser: «Es ist eine Tatsache, dass die grosse Bedeutung der kommerziellen Datenverarbeitung nicht erkannt wurde, und zwar nicht nur in ihren Anfängen, sondern noch zu einer Zeit, als ihr Umfang jenen des wissenschaftlichen Rechnens weit übertraf» (zitiert nach Furger S.17). 

Diese frühen Computer hatten nur wenig mit den heute gängigen Rechnern gemein. Sie unterscheiden sich nicht nur durch die Leistung, sondern vor allem durch das Benutzerinterface. Programmierung war eine aufwendige Angelegenheit, denn es gab keine Möglichkeit des direkten Dialoges. Die grosse Umwälzung kam in den späten 60er Jahren aus den USA: Am Stanford Research Institute (SRI) und am Palo Alto Research Center (Parc) von Xerox wurde die Computermaus als Zeigeinstrument, die Menüstruktur und die Fenstertechnik erfunden ? jene Technologien also, die in den 80er Jahren zuerst von der Firma Apple und später auch von Microsoft aufgegriffen wurden und heute omnipräsent sind. 

1976 reiste der Zürcher Informatiker Niklaus Wirth ? den man zu diesem Zeitpunkt wohl noch besser Elektroingenieur nennen sollte ? für ein Jahr ins Parc nach Kalifornien. Dort sah er zum ersten Mal Workstations: Dialogmaschinen, die ein ganz neues Arbeiten ermöglichten. Mit einer Computermaus im Koffer und der Vision von einer eigenen, verbesserten Workstation im Kopf kehrte Niklaus Wirth 1977 in die Schweiz zurück und begann mit seiner Entwicklung, die bald den Namen Lilith erhielt: einem Arbeitsplatz-Rechner mit einem hochauflösenden Bildschirm, mit Computermaus und Fenstertechnik. 1980 war das Gerät da. Was Lilith wirklich leistete, zeigt ein Vergleich mit dem damals revolutionären Apple II, der sich nur auf die alphanumerische Darstellung von Daten verstand und gerade 24 Zeilen zu 40 Zeichen darstellen konnte. Lilith schaffte demgegenüber 592 mal 768 Punkte. Dabei arbeitete dieser Computer noch nicht mit Mikrochips, sondern mit relativ niedrig integrierten Schaltkreisen. 

1982 wurde der Versuch unternommen, aus Lilith ein kommerzielles Produkt zu machen. Der Versuch endete bereits ein Jahr später. 120 Maschinen vom Typ MC1 konnten verkauft werden, nicht genug aber, um der Firma das Überleben zu sichern. 

Lilith war zunächst ein reiner Forschungscomputer: eine erste Serie von zehn Stück wurde in den USA zu einem Stückpreis von 20 000 Franken gebaut, zusammengesetzt und -gelötet von Studenten, die mit drei Dollar Stundenlohn alles andere als fürstlich bezahlt wurden. Lilith hatte aber durchaus auch Chancen, ein kommerzielles Produkt zu werden. 

Der erste Aussenstehende, der dies erkannte, war Heinz Waldburger, damals Informatik-Chef bei Nestlé und auf der Suche nach einem leistungsfähigen Computer für die Industrie. Waldburger hatte damals eine ganz klare Vision von einem universal einsetzbaren Gerät: «Ich wollte ein System für Leute, die zusammenarbeiten wollen.» Um die Tragweite und Relevanz dieser Vision beurteilen zu können muss man sich vor Augen halten, dass es dies vor dem Durchbruch des Personal Computers nicht gab. Waldburger erinnert sich, dass damals bei Nestlé eine Vielzahl verschiedener Informationssysteme im Einsatz war, die weder vernetzt noch an einem Ort zusammengefasst waren: Die Meldungen von Reuter kamen an einem Ort an, der Telex stand an einem anderen Ort, und an einem dritten Ort schliesslich gab es ein wissenschaftliches Rechensystem von IBM. 

Was Waldburger damals vorschwebte, war eine Client-Server-Architektur. Waldburger wollte einen Multimedia-Computer, ein Gerät also, das Daten, Bilder und Klänge verarbeiten kann. Die Umschreibung dieser Fähigkeiten verhalf der Firma, welche die Lilith-Computer vertreiben wollte, auch zu ihrem Namen: DISER (Data-Image-Sound-Processor-and-Emitter-Receiver-System). Zwei Computer standen auf der Produktepalette der Firma ? ein MC 1 und ein MC 2 ? MC steht für Modula Computer. Die Firma DISER wollte ihre Produkte weltweit vertreiben und suchte sich Verkäufer in verschiedenen Städten der USA und Westeuropas. Nicht weniger als zehn Maschinen sollten jeden Tag die Produktionsanlagen verlassen. Produziert wurden 140 Maschinen. Davon wurden immerhin 120 verkauft. 

Das war nicht genug: Die Firma hat sich verschätzt und war bereits nach einem halben Jahr am Ende. Waldburger erinnert sich nicht ohne Bitterkeit an jene Zeit: «Unsere Investoren hatten nicht den nötigen langen Atem, und als die Anfangszahlen nicht stimmten, stiegen sie aus.» Was der Schweiz damals fehlte, so bilanziert Waldburger heute, war nicht nur Risikokapital sondern auch Risikokapitalisten, also Investoren, die nicht nur über Kapital und Risikofreude, sondern auch über genügend Fachwissen und Sitzleder verfügten. Im Gespräch lässt Waldburger durchblicken, dass die Situation heute nicht wesentlich anders ist. 

Für das Scheitern sind letztlich aber tiefergehende Ursachen verantwortlich. Franco Furger, der die Geschichte von Lilith detailliert recherchiert hat, führt verschiedene Faktoren an. 

? fehlendes Risikokapital und mangelndes Interesse des Finanzplatzes; 

? die Isolation der Hochschulinformatik von der Industrie; 

? die Abwesenheit von sogenannten innovativen Milieus. 

Waldburger und Wirth leisteten in der Schweiz ohne Zweifel Pionierarbeit. Dies auf einem Boden, der in keiner Art und Weise für dies vorbereitet war. Auch der Zeitfaktor dürfte eine Rolle gespielt haben ? Geschwindigkeit ist in der Informatik bekanntlich alles. Technologisch und konzeptuell war der Modula Computer bei seinem Markteintritt bereits sechs Jahre alt und seiner Konkurrenz nicht gewachsen. Billige Speicherchips und leistungsfähige Mikroprozessoren läuteten ein neues Zeitalter ein. ",1982,,,,"Höhe 84 cm, Breite 47 cm, Tiefe 64 cm.",Gehäuse: Holz. Metall.
326579,LM-80308.1-4,Technologie und Brauchtum,Computer,"Computer. LM-80308.1-4. Personalcomputer, portabel, verpackt in Kunststofftasche. Herstellung: Fabrikant IBM Computer, New York. Um 1989. 31 x 46,5 x 13 cm. ",1989,"Fabrikant IBM Computer, New York. ",,,"Höhe 31 cm, Breite 46.5 cm, Tiefe 13 cm.", .
326581,LM-80309.1-3,Technologie und Brauchtum,Computer,"Apple Macintosh Plus 1 Mb, mit seriellen Maus und Tastatur. Farbe beige. Herstellung: Hersteller Apple Computer, Cupertino USA. Jan. 1986 - Okt. 1990. 34,5 x 24,4 x 27,7 cm. 7500 g (Computer). Gehäuse: Kunststoff. Bildschirm: Glas. Elektronische Elemente. ",1.1986 - 10.1990,"Hersteller Apple Computer, Cupertino USA. ",,,"Computer: Höhe 34.5 cm, Breite 24.4 cm, Tiefe 27.7 cm, Gewicht 7500 g.",Gehäuse: Kunststoff. Bildschirm: Glas. Elektronische Elemente.
330686,LM-80317,Technologie und Brauchtum,Roller (Trottinett),"Roller (Trottinett). LM-80317. Mini-Trottinett, Prototyp 1994, hergestellt auf Anregung eines Lehrlings. Herstellung: Entwerfer Edmondo Duarte, Winterthur. 1994. 111 x 40,5 cm. Metall.  . ",1994,"Entwerfer Edmondo Duarte, Winterthur. ",,,"Höhe 111 cm, Tiefe 40.5 cm.",Metall.  .
336286,LM-80321.1-6,Technologie und Brauchtum,Seife (Körperpflege),"LUX, Palmolive, MAYA. Herstellung: Steinfels Friedrich Seifenfabrik; Sunlight. 1900 - 2000. 3 x 10 x 6,5 cm (Mass einer Seife). ",1900 - 2000,Steinfels Friedrich Seifenfabrik; Sunlight,,,"Höhe 3 cm, Breite 10 cm, Tiefe 6.5 cm (Mass einer Seife).",
336288,LM-80323,Technologie und Brauchtum,Dose (Lebensmittelverpackung),"OVOMALTINE, gewellte Form mit abgerundetem Deckel, darauf Medaillon mit Frau die auf einem Löwen reitet. Herstellung: Neuchâtel. Um 1920 - 1930. 18 cm. Ø 10,6 cm. Zinn. ",1920 - 1930  ,"Paul Kramer (1884 - 1970), Neuchâtel. ",,,"Höhe 18 cm, Durchmesser 10.6 cm.","Metall, versilbert."
336292,LM-80327,Technologie und Brauchtum,Geldbüchse ALT,"Sparkässeli mit Traghenkel von der Darlehenskasse Isenthal No. 74. Herstellung: Bauer A.-G. Geldschrank-Fabrik, Zürich. 1925 - 1950. 7 x 9,2 x 5,2 cm. Metallblech. ",1925 - 1950,"Bauer A.-G. Geldschrank-Fabrik, Zürich. ",,,"Höhe 7 cm, Breite 9.2 cm, Tiefe 5.2 cm.",Metallblech.
336293,LM-80328,Technologie und Brauchtum,Geldbüchse ALT,"Rotes Sparkässeli von der Bank Leu, Zürich mit der Nr. 1831, ovale Form. 1950 - 1975. 7 x 10,7 x 5,2 cm. Metallblech. ",1950 - 1975,,,,"Höhe 7 cm, Breite 10.7 cm, Tiefe 5.2 cm.",Metallblech. 
340020,LM-80336,Technologie und Brauchtum,Bügeleisen-/zubehör (Haushalt),"Elektrisches Reisebügeleisen in rotem Kunststoffetui. Herstellung: Gerätehersteller Jura Haushaltgeräterhersteller, Schweiz. 1950 - 1975. 11 x 19 x 11 cm. ",1950 - 1975,"Gerätehersteller Jura Haushaltgeräterhersteller, Schweiz. ",,,"Etui: Höhe 11 cm, Länge 19 cm, Breite 11 cm.",
340032,LM-80340,Technologie und Brauchtum,Bügeleisen-/zubehör (Haushalt),"FALBU, elektrisches Gerät um Bügelfalten zu glätten. 1950 - 1975. 14 x 16,5 x 65 cm. Griff: Bakelit. Aluminiumblech. ",1950 - 1975,,,,"Höhe 14 cm, Länge 16.5 cm, Breite 65 cm.",Griff: Bakelit. Aluminiumblech.
340053,LM-80346,Technologie und Brauchtum,Wasserkocher,"Reisetauchsieder mit Trinkglas, Plastikring mit Griff, in zylinderförmigem Etui. 1940 - 1960. Herkunft: Deutschland. 15 cm. Ø 12 cm. Bakelit. Metall. Etui: Kunststoff. ",1940 - 1960,,  ,,"Etui: Höhe 15 cm, Durchmesser 12 cm.",Bakelit. Metall. Etui: Kunststoff.
340406,LM-80363.1-4,Technologie und Brauchtum,Küchenmaschine,"'Hamilton Beach', mit verschiedenen Zubehörteilen, unvollständig. Herstellung: Torrance USA. 1925 - 1945. Metall. ",1925 - 1945,Torrance USA. ,,,,Metall.
340820,LM-80367,Technologie und Brauchtum,Kaffeemaschine,"'EUROPICCOLA', Kolben, zylinderförmiger Wassertank, blaugrüne Sockelplatte. Herstellung: Pavoni, Italien. Um 1960. 31 x 30 x 21 cm. Gehäuse: Metall, verchromt. Boden: . Griffe: Bakelit. ",1960,"Pavoni, Italien. ",,,"Höhe 31 cm, Breite 30 cm, Tiefe 21 cm.","Gehäuse: Metall, verchromt. Boden:  . Griffe: Bakelit."
340925,LM-80369,Technologie und Brauchtum,Kaffeemaschine,"Elektrisch, 'OLYMPIA BUBY EXPRESS', Gehäuse als stufiger Kegelstumpf. Herstellung: Entwerfer Luigi Bresaolo, Chiasso. 1937. 27 cm. Ø 15,5 cm. Metall, verchromt. ",1937,"Entwerfer Luigi Bresaolo, Chiasso. ",,,"Höhe 27 cm, Durchmesser 15.5 cm.","Metall, verchromt."
340935,LM-80370,Technologie und Brauchtum,Saftpresse,"Handpresse, 'Juice-O-Mat', ovales Gehäuse mit seitlichem Hebel und Klappdeckel. Herstellung: Torrance USA. 1925 - 1945. 22 x 20,5 x 15,5 cm. Metall. ",1925 - 1945,Torrance USA. ,,,"Höhe 22 cm, Länge 20.5 cm, Breite 15.5 cm.",Metall.
341942,LM-80378,Technologie und Brauchtum,Heizplatte,"Runde 2 cm dicke Eisenplatte fixiert auf runden, 12 cm hohen Sockel. Herstellung: Frey, Heinrich Elektro.- Med. Apparate, Zürich. Um 1930 - 1940. 14 cm. Ø 25 cm. Sockel: Aluminium. Platte: Eisen. ",1930 - 1940  ,"Frey, Heinrich Elektro.- Med. Apparate, Zürich. ",,,"Höhe 14 cm, Durchmesser 25 cm.",Sockel: Aluminium. Platte: Eisen.
342451,LM-80380,Technologie und Brauchtum,Waage (Küche),"INKA Super, weisses Gehäuse mit verchromter, rechteckiger  Waagschale. Herstellung: Schweiz. Datiert 1953. 17 x 23 x 18 cm. ",1953,Schweiz. ,,,"Höhe 17 cm, Breite 23 cm, Tiefe 18 cm.",
342596,LM-80388,Technologie und Brauchtum,Dampfkochtopf,"Rote Bakelitgriffe, leicht biegsamer Deckel zum Einsetzen, Einsatzsieb. Herstellung: SIGG Haushaltgeräte, Frauenfeld. Um 1950. 22 cm. Ø 23 cm. Topf: Metall. Griffe: Bakelit. ",1950,"SIGG Haushaltgeräte, Frauenfeld. ",,,"Höhe 22 cm, Durchmesser 23 cm.",Topf: Metall. Griffe: Bakelit.
343149,LM-80396,Technologie und Brauchtum,Réchaud,"Rechteckig, abnehmbare  Wärmeplatte, mit Kerzenlöschvorrichtung von aussen. Herstellung: OWO Presswerk AG (bis 2001), Schweiz. 1950 - 1975. 7 x 29 x 18,5 cm. Gehäuse: . Platte: Metall, verchromt. ",1950 - 1975,"OWO Presswerk AG (bis 2001), Schweiz. ",,,"Höhe 7 cm, Breite 29 cm, Tiefe 18.5 cm.","Gehäuse:  . Platte: Metall, verchromt."
343270,LM-80398,Technologie und Brauchtum,Siphonflasche,"Grün glänzend, in Originalschachtel mit Gebrauchsanweisung. Herstellung: Hinz Karl, Deutschland. 1950 - 1975. 33,5 x 10,5 x 10,5 cm. Metall. ",1950 - 1975,"Hinz Karl, Deutschland. ",,,"Verpackung: Höhe 33.5 cm, Breite 10.5 cm, Tiefe 10.5 cm.",Metall.
343689,LM-80405,Technologie und Brauchtum,Warmhaltehaube,"Rechteckige Form mit seitlich je ein Falt, weiss mit farbigen Pinselstrichen. Um 1950. 29 x 31 x 7 cm. Kunststoff. ",1950,,,,"Höhe 29 cm, Breite 31 cm, Tiefe 7 cm.",Kunststoff.
324042,LM-80604,Technologie und Brauchtum,Bottich,"Für Sauerkraut. Aus einem Felsbrocken, mit Holzrand und auf Scharnier montiertem Deckel. 1800 - 1900. 46 x 82 x 67 cm. Behälter: Stein. Rand und Deckel: Holz. Scharnier und Bänder: Eisen. ",1800 - 1900  ,,,,"Höhe 46 cm, Breite 82 cm, Tiefe 67 cm.",Behälter: Stein. Rand und Deckel: Holz. Scharnier und Bänder: Eisen.
324309,LM-81235,Technologie und Brauchtum,Schreibmaschine,"Ambassador B1-C, grosses Bundesmodell, grün. Mit Schutzhülle und Polstermatte. Herstellung: Hersteller Hermes / Paillard Schreibmaschinenfabrik (1814 - 1982), Yverdon. Um 1960. 27 x 45 x 43,5 cm. Metall. . ",1960,"Hersteller Hermes / Paillard Schreibmaschinenfabrik (1814 - 1982), Yverdon. ",,,"Höhe 27 cm, Breite 45 cm, Tiefe 43.5 cm.",Metall.  .
327330,LM-81701,Technologie und Brauchtum,Ski,"Holz, Vorderseite dunkelbraun, Laufflächen rot lackiert; Riemenbindung. Um 1900 - 1905. 200 x 9 cm. Holz. ",1900 - 1905  ,,,,"Länge 200 cm, Breite 9 cm.",Holz.
327394,LM-81723.1-4,Technologie und Brauchtum,Waschmaschine,Runder Wäscheofen mit Trommel (Kolbenantrieb mit Wasser). 1900 - 1950. 112 x 91 x 93 cm. Metall. ,1900 - 1950  ,,,,"Höhe 112 cm, Breite 91 cm, Tiefe 93 cm.",Metall.
327397,LM-81726.1-2,Technologie und Brauchtum,Schneereifen (Herren),"Ein Paar, nicht zusammenpassend; mit Seilbindung in Holzreif. 1900 - 1910. 35,5 x 20,5 cm (1. Schuh). Holz. Eisendraht. Hanf. ",1900 - 1910  ,,,,"1. Schuh: Länge 35.5 cm, Breite 20.5 cm.
2. Schuh: Länge 34.5 cm, Breite 21 cm.",Holz. Eisendraht. Hanf.
327575,LM-81728,Technologie und Brauchtum,Tourtière (Küchenutensil),"Auf drei Füssen, mit zwei Henkeln und Deckel. Herstellung:. 1890 - 1900. 21 cm (mit Deckel). Kupfer, verzinnt. ",1890 - 1900  ,,,,"Höhe 21 cm (mit Deckel).
Durchmesser 37.8 cm (ohne Henkel).
Durchmesser 53.4 cm (mit Henkel).","Kupfer, verzinnt. Henkel: Eisen, geschmiedet."
333448,LM-82068.1-2,Technologie und Brauchtum,Gletscherbrille,"Gletscherbrille mit Stoffbänder in Blechdose. 1950. 5 x 14 cm. Brillengläser: Glas. Brillengläser: Aluminiumblech, lackiert. Dose: Weissblech. ",1950,,,,"Brillengläser: Höhe 5 cm, Breite 14 cm.
Schachtel: Höhe 3.7 cm, Länge 7.2 cm, Breite 5.7 cm.","Brillengläser: Glas. Brillengläser: Aluminiumblech, lackiert. Dose: Weissblech."
336626,LM-82584,Technologie und Brauchtum,Einkaufsrolli,"Caddy Heidi. Rotweiss-kariertes Muster der Tasche, hellgrün gefüttert. Herstellung: Designer Miriam Joss, Zürich. 2000. 92 x 41,5 x 26 cm. ",2000,"Designer Miriam Joss, Zürich. ",,,"Höhe 92 cm, Breite 41.5 cm, Tiefe 26 cm.",
343668,LM-82776,Technologie und Brauchtum,Thermosflasche,"Weiss, Zylinderform gerippt, aufschraubbarer Trinkbecher mit Henkel. Um 1930. 26 cm. Ø 7,7 cm. Gehäuse: Metallblech. ",1930,,,,"Höhe 26 cm, Durchmesser 7.7 cm.",Gehäuse: Metallblech.
343670,LM-82778,Technologie und Brauchtum,Reiseflasche,"Weisse Feldflasche mit rotem und gelbem Trinkbecher. 1950 - 1980. 29,5 x 13 x 8,5 cm. Kunststoff. ",1950 - 1980,,,,"Höhe 29.5 cm, Breite 13 cm, Tiefe 8.5 cm.",Kunststoff.
344063,LM-82784.1-2,Technologie und Brauchtum,Camping-Kocher,"'META - 75' Kochtopf mit Deckel und Sockelteil, für Metatabletten. Herstellung: Meta S.A. Elektroapparate, Schweiz. 1925 - 1950. 7 cm. Ø 12 cm. Aluminium. ",1925 - 1950,"Meta S.A. Elektroapparate, Schweiz. ",,,"Höhe 7 cm, Durchmesser 12 cm.",Aluminium.
344231,LM-82794,Technologie und Brauchtum,Fön,"Haartrockner, weiss, in Originalschachtel mit Zubehör und Garantieschein. Herstellung: Solis Apparatefabriken AG. 1964. 12 x 27 x 25 cm. ",1964,Solis Apparatefabriken AG. ,,,"Verpackung: Höhe 12 cm, Breite 27 cm, Tiefe 25 cm.", .
344470,LM-82800.1-3,Technologie und Brauchtum,Höhensonne,"Quarzlampe für ultraviolette und infrarote Strahlung, in Blau, Grün und Rosa. Herstellung: Solis Apparatefabriken AG. 1960 - 1965. 32 x 24 x 22 cm. Metall. ",1960 - 1965,Solis Apparatefabriken AG. ,,,"Tragtasche: Höhe 32 cm, Breite 24 cm, Tiefe 22 cm.
Lampe: Höhe 31 cm, Durchmesser 19 cm.",Metall.
344915,LM-82812,Technologie und Brauchtum,Massagegerät,"Elektro-Vibrationsgerät 'BELLA masseur' mit Einsatzset, in grau-weissem Etui. Herstellung: Schweiz. 1960 - 1980. 7 x 27,5 x 20 cm. Gehäuse: . ",1960 - 1980,Schweiz. ,,,"Etui: Höhe 7 cm, Breite 27.5 cm, Tiefe 20 cm.",Gehäuse:  .
345801,LM-82820,Technologie und Brauchtum,Rasierapparat,"'Riviera', Ergonomische Form, runder Scherkopf, Aufziehmechanismus, in Etui. Herstellung: Thorens, Schweiz. 1950 - 1970. 6 x 13 x 9 cm. Gehäuse: . ",1950 - 1970,"Thorens SA, Schweiz. ",,,"Etui: Höhe 6 cm, Breite 13 cm, Tiefe 9 cm.",Gehäuse:  .
345853,LM-82825,Technologie und Brauchtum,Rasierapparat,"Elektrisch, weiss, mit zwei Scherköpfen, graues Etui, in Verkaufsverpackung. Herstellung: Kobler Elektroapparate, Zürich. 1940. 5,7 x 18,5 x 12 cm. Gehäuse: . ",1940,"Kobler Elektroapparate, Zürich. ",,,"Etui: Höhe 5.7 cm, Breite 18.5 cm, Tiefe 12 cm.",Gehäuse:  .
345152,LM-82834.1-2,Technologie und Brauchtum,Rechenmaschine,"Elektrisch, grau-grünes Gehäuse, mit Papierrolle und Gebrauchsanleitung. Herstellung: Precisa AG Rechenmaschinenfabrik, Zürich. Um 1960. 19 x 24 x 40 cm. Gehäuse: Metall. ",1960,"Precisa AG Rechenmaschinenfabrik, Zürich. ",,,"Höhe 19 cm, Breite 24 cm, Tiefe 40 cm.",Gehäuse: Metall.
346234,LM-82839,Technologie und Brauchtum,Fernseher,"'Wega', drehbarer, weisser Bildschirm auf rechteckigem Holzkasten stehend. Um 1970. 53 x 47,5 x 36 cm. Gehäuse: Kunststoff. Vorderseite: Glas. Seitenwand: Schichtholz, furniert. ",1970,,,,"Höhe 53 cm, Breite 47.5 cm, Tiefe 36 cm.","Gehäuse: Kunststoff. Vorderseite: Glas. Seitenwand: Schichtholz, furniert."
346251,LM-82841,Technologie und Brauchtum,Radioapparat,"Telefonrundspruchempfänger, Vorsatzgerät 'SONDYNA'. Herstellung: Sondyna AG, Effretikon. Nach 1965. 7,5 x 20 x 9 cm. Gehäuse: Holz. Metall. ",1965,"Sondyna AG, Effretikon. ",,,"Höhe 7.5 cm, Breite 20 cm, Tiefe 9 cm.",Gehäuse: Holz. Metall.
346271,LM-82850,Technologie und Brauchtum,Fernseher,"'ROADSTAR', kleiner Farb-TV mit Antenne, mit Fernbedienung und Netzadapter. Herstellung: Taiwan. Um 1980. 16,5 x 18 x 11,5 cm. Gehäuse: . ",1980,Taiwan. ,,,"Höhe 16.5 cm, Breite 18 cm, Tiefe 11.5 cm.",Gehäuse:  .
346491,LM-82859,Technologie und Brauchtum,Wärmestrahler,"'REXTHERM', gelbes Gehäuse auf 3 schwarzen Füssen, mit Traggriff. Herstellung: Schiesser & Rüti AG, Aarau. Um 1950. 35 x 36 x 14 cm. Metall. ",1950,"Schiesser & Rüti AG, Aarau. ",,,"Höhe 35 cm, Breite 36 cm, Tiefe 14 cm.",Metall.
346499,LM-82860,Technologie und Brauchtum,Wärmestrahler,"'SATRAP', grünes Gehäuse mit gelben Seiten. Herstellung: Schweden. Um 1960. 29 x 33 x 22 cm. Metall. . ",1960,Schweden. ,,,"Höhe 29 cm, Breite 33 cm, Tiefe 22 cm.",Metall.  .
346504,LM-82861,Technologie und Brauchtum,Wärmestrahler,"Runder, schwenkbarer Strahler auf schwarzem, rundem Fuss. Herstellung: Elektra Haushaltsgeräte, Wädenswil. Um 1930. 47 cm. Ø 32 cm. Metall. ",1930,"Elektra Haushaltsgeräte, Wädenswil. ",,,"Lampe: Höhe 47 cm, Durchmesser 32 cm.
Fuss: Durchmesser 21 cm.",Metall.
346512,LM-82862,Technologie und Brauchtum,Wärmeapparat/Heizgerät,"Tragbarer Elektroheizofen, schwarz-weiss, mit Stufenschalter. Herstellung: Calora AG Fabrik elekt. Apparate, Küsnacht. Um 1930. 30 x 35 x 13 cm. Gehäuse: Blech, marmoriert. ",1930,"Calora AG Fabrik elekt. Apparate, Küsnacht. ",,,"Höhe 30 cm, Breite 35 cm, Tiefe 13 cm.","Gehäuse: Blech, marmoriert."
342407,LM-82937.1-6,Technologie und Brauchtum,Tresor,"Kundensafe aus dem Hauptsitz der Schweizerischen Volksbank, Basel. 1912. 220 x 445 x 102 x 100 cm. 5300000 g. Eisenblech. ",,,,,"Höhe 220 cm, Länge 445 cm, Breite 102 cm, Tiefe 100 cm, Gewicht 5300000 g.",Eisenblech.
347158,LM-82985,Technologie und Brauchtum,Fusswärmer,"Elektrisch, hohe Schuhform, brauner Bezug mit beigen Muster, Pelzbesatz. Herstellung: Solis Apparatefabriken AG. 1963. 20 x 29 x 32 cm. Überzug: Gewebe/Textilien. ",1963,Solis Apparatefabriken AG. ,,,"Höhe 20 cm, Breite 29 cm, Tiefe 32 cm.",Überzug: Gewebe/Textilien.
